Incident_ID,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Shots-Fired Category ,Active_Shooter_FBI
19740117ILBAC,17/01/1974,Winter,Barton Elementary School,Chicago,IL,Elementary,Office,Inside School Building,Yes,,,Expelled student angry at principal for expelling him,"Expelled student angry at principal for expelling him. Victim-Principal Rudolph Jezek, killed; Assistant Principal Gordan Sharp, wounded; Security Guard Ezekiel Thomas, wounded. Shooter’s father was a policeman and took firearms from father. Anger of being transferred to another school. Tackled by a teacher when the gun jammed. Had two handguns 45 caliber pistol, .38 caliber revolver.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,,No,No,Yes,<10,<10,Yes
19740122CALOL,22/01/1974,Winter,Locke High School,Los Angeles,CA,High,Football Field/Track,Outside on School Property,Yes,,,Bystander hit by shots in gang shootings,5 shots were fired in nearby gang related shooting. Victim was jogging around the school track and fatally hit by a stray shot.,Unknown,Random Shooting,No,No,No,No,No,No,Yes,No,5.00,<5,
19740207CAJAO,07/02/1974,Winter,James Madison Junior High School,Oakland,CA,Junior High,Hallway,Inside School Building,Yes,Lunch,,"Created disturbance at school, shot 2 officers who responded","24 year-old male created disturbance in Junior High School hallway. When police responded, he took one of the officer's gun and killed both of them. Fled to nearby apartment building and held hostages before being shot by police. ",Hostage/Standoff,Neither,No,No,No,No,No,No,No,No,,N/A,Yes
19740322INBRB,22/03/1974,Spring,Brownstown Central High School,Brownstown,IN,High,Parking Lot,Outside on School Property,Yes,School Start,08:00:00,Student shot assistant principal in school parking lot,"48 year-old male (James T. Blevins, school athletic director) was shot and killed in the parking lot just before class. Shooter walked to principal, told him to call 911, and that he just shot Mr. Blevins. Unknown motive.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,Yes,2.00,<5,
19740402CTSTB,02/04/1974,Spring,St. Stephen's Parochial School,Bridgeport,CT,Other,Classroom,Inside School Building,Yes,Afternoon Classes,13:15:00,Shots fired through classroom window,Shots fired through window of the school striking a teacher and 5 year-old male student. No witnesses or information about the shooter.,Intentional Property Damage,,No,No,No,No,No,,No,No,,N/A,
19740510TNCHR,10/05/1974,Spring,Church Hill High School,Rogersville,TN,High,Parking Lot,Outside on School Property,No,Evening,,Fight between two males in school parking lot escalated to shooting,Escalation of Ongoing feud between two students occurred in school parking lot. ,Escalation of Dispute,Victims Targeted,,No,No,No,No,No,No,No,2.00,<5,
19740519FLHIO,19/05/1974,Spring,Highlands Elementary School,Orlando,FL,Elementary,Outside on School Property,Outside on School Property,No,Not a School Day,,Fired shots at school where wife works as teacher,Husband fired shots at the school building where his wife works as a teacher.,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,<10,<10,
19740923CAJED,23/09/1974,Fall,Jefferson High School,Daly City,CA,High,Bathroom,Inside School Building,Yes,,,Victim shot 5 times in bathroom following argument,Student shot 5 times in the school bathroom following an argument with a group of 3 other students. 3 teenage students arrested for attempted murder.,Escalation of Dispute,Victims Targeted,No,No,No,No,,No,No,No,5.00,<5,
19740925CASAL,25/09/1974,Fall,San Fernando High School,Los Angeles,CA,High,ND,ND,Yes,,,"Victim confronted by 2 students, one fired shot striking him",17 year-old male wounded by 17 year-old male during argument. Two suspects involved.,Escalation of Dispute,,No,No,No,No,,,No,No,<10,<10,
19741007LADEH,07/10/1974,Fall,Destrehan High School,Hahnville,LA,High,Parking Lot (Bus),Outside on School Property,Yes,After School,,Shooter shot victim after rocks were thrown at school bus shooter was on,"Racial tension between whites and blacks at school. After school, a group of white students threw rocks at a school bus leaving school. Shooter stuck his hand out the bus window and shot victim in head. Bullet also wounded another student.",Racial,Random Shooting,No,No,No,No,No,No,No,No,,N/A,
19741021MDDOB,21/10/1974,Fall,Douglass High School,Baltimore,MD,High,Inside School Building,Inside School Building,Yes,Lunch,,Shot security guard while trespassing in school,Shooter and friend were trespassing in high school. Security guard tried to stop them. Shooter fired at security guard 3 times (twice while he was on the ground) and fled the area.,Illegal Activity,Neither,Yes,No,No,No,No,No,No,No,3.00,<5,
19741118SCCAC,18/11/1974,Fall,C A Brown High School,Charleston,SC,High,Outside on School Property,Outside on School Property,Yes,Dismissal,15:00:00,Non-student shot by rival gang members,Non-student gang member shot at school by rival gang members.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,Yes,No,<10,<10,
19741121ARBOL,21/11/1974,Fall,Booker Junior High School,Little Rock,AR,Junior High,Cafeteria,Inside School Building,Yes,Lunch,13:30:00,"Ongoing fight between student, bystander hit",Shooter and victim had ongoing fight for multiple days. Fight escalated into shooting in cafeteria. Bystander student was struck. Shooter fled to home and called police to turn himself in.,Escalation of Dispute,Both,No,No,No,No,No,No,No,No,,N/A,
19741125SCCAC,25/11/1974,Fall,C A Brown High School,Charleston,SC,High,Outside on School Property,Outside on School Property,No,After School,15:00:00,Shots fired at group of student/gang members in retaliation for previous week shooting,2 shooters (students) fired shots fired at group of students in retaliation for shooting the prior week. No injuries.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,Yes,No,6.00,<10,
19741218CAMAL,18/12/1974,Winter,Manual Arts High School,Los Angeles,CA,High,ND,ND,Yes,Lunch,12:00:00,Retaliation for prior gang shootings,Two gang affiliated teenage students were shot by a rival gang member who had just escaped juvenile hall.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,Yes,No,,N/A,
19741230NYOLO,30/12/1974,Winter,Olean High School,Olean,NY,High,Classroom,Inside School Building,No,After School,15:00:00,Sniper attack from school building by trophy rifle team member/Regent's scholar,Champion rifle team member and honor student began firing at random targets in the street outside the school from the 3rd and 4th floor windows. Killed a janitor in the school during the shooting. 2.5 hour standoff and National Guard was called to respond. Filled the school with tear gas. Shooter threw the guns out of the window before being detained. No prior warning. Shooter had a detailed plan found in a diary. Had multiple weapons: .30-60 rifle;12g shotgun.,Indiscriminate Shooting,Random Shooting,No,No,Yes,No,No,No,No,Yes,50.00,>10,Yes
19750207NYBOM,07/02/1975,Winter,Board of Cooperative Educational Services,Mineola,NY,Other,Inside School Building,Inside School Building,Yes,Afternoon Classes,,Shooter shot himself after being confronted by counselor regarding his latenesses/ absentees,Shooter shoots self in head at school after being told by counselor about his absentees and latenesses. ,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19750224NJSTP,24/02/1975,Winter,St. James School,Penns Grove,NJ,K-8,Classroom,Inside School Building,Yes,Morning Classes,,"Voices told him to kill her, thought priest was controlling him","A 38 year-old male (Rev. Thomas Quinlan, killed) and 25 year-old female teacher (Kathleen Quinlan, injured) when the shooter fired at both of them in front of class of 2nd graders. Shooter was hearing voices and thought he was under mind control. Two psychiatrists evaluated him and said he was severely mentally ill and dangerous.",Psychosis,Both,No,No,No,No,null,No,No,Yes,1.00,<5,Yes
19750312TXJOH,12/03/1975,Spring,Jones High School,Houston,TX,High,Courtyard,Outside on School Property,Yes,Afternoon Classes,,Argument escalated into shooting,Shots fired during fight in school patio area with approximately 100 other students in the area. 2 students injured.,Escalation of Dispute,,No,No,No,No,No,No,No,No,,N/A,
19750318MOSUS,18/03/1975,Spring,Sumner High School,St. Louis,MO,High,Inside School Building,Inside School Building,Yes,Lunch,,Gun fight between four youths believed to have arisen from a dispute at a party several weeks prior at which Goods was also present,18 year-old male victim (Stephen Goods) was a bystander caught in crossfire of gun fight between four youths. Victim was shot in the head and buttocks then died later at hospital,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,Yes,<10,<10,
19750321VAFAR,21/03/1975,Spring,Fairmount Elementary School,Richmond,VA,Elementary,Playground,Outside on School Property,Yes,Lunch,12:00:00,Shooter was shooting at pigeons off school property when stray bullet hit victim,"Victim was on school playground when she was shot in the head by a .22 caliber rifle round. Shooter, age 18 was later caught. Shooting was unintentional. Shooter was shooting at pigeons in has back yard. According to doctors who removed bullet from victim's brain, the bullet had traveled its maximum distance prior to striking child.",Accidental,Random Shooting,No,No,No,No,No,No,No,No,1.00,<5,
19750321OHPAD,21/03/1975,Spring,Patterson Cooperative High School,Dayton,OH,High,Classroom,Inside School Building,Yes,Before School,,Unknown shooter shot teacher during class,Unknown assailant had possibly robbed teacher earlier in the year. Shooter was seen hanging around school. Shooter entered teacher's class with .22 caliber and shot teacher. Teacher tried to wrestle gun away from shooter when he threatened class. Shooter fled.,Illegal Activity,Victims Targeted,No,No,Yes,No,No,No,No,Yes,1.00,<5,Yes
19750515MOROS,15/05/1975,Spring,Rock Junior High School,St. Louis,MO,Junior High,Office,Inside School Building,Yes,Afternoon Classes,12:30:00,"Administrator spanked student, student got gun and shot him","13 year-old male student (good student) was spanked with rubber paddle by school administrator for cutting gym class. Student went home, got gun, and returned to school to shot school administrator in the face then fled.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19750527MIPID,27/05/1975,Spring,Pitcher School,Detroit,MI,Elementary,Outside on School Property,Outside on School Property,No,After School,,Shooter and victim in multiple previous fights at school,"9 year-old male (shooter) and 13 year-old male (victim) had multiple fights at school broken up by staff. 9 year-old male went home, got rifle, and shot victim in the head.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19750709ILDEC,09/07/1975,Summer,Dett Elementary School,Chicago,IL,Elementary,Beside Building,Outside on School Property,Yes,Before School,08:15:00,Teacher shot by estranged husband,Teacher shot outside of school. She had pressed charges against her husband for threatening her.,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,2.00,<5,
19750711MOCES,11/07/1975,Summer,Central High School,St. Louis,MO,High,School Bus,School Bus,Yes,School Start,07:35:00,Ongoing dispute over bus seats,"Two brothers (one was shooter) had ongoing dispute with 2 girls over bus seats. During a dispute, one of the victims struck the shooter with a karate stick and knocked him down. The shooter pulled a gun and fired at both female victims.",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,,N/A,
19750911OKGRO,11/09/1975,Fall,Grant High School,Oklahoma City,OK,High,Inside School Building,Inside School Building,Yes,,,Alleged result of growing tension between a group of black students and a group of white students.,"Alleged result of growing tension between a group of black students and a group of white students. Victims were a 15 year-old male (Randy Trinity, shot in the head, died later) and 4 other victims wounded.",Racial,Both,No,No,No,No,No,No,No,No,,N/A,
19751001NMHEA,01/10/1975,Fall,Hermosa Elementary School,Artesia,NM,Elementary,Classroom,Inside School Building,Yes,Before School,08:00:00,Adult shooter arrived at school and shot teacher to death,33 year-old shooter killed teacher in classroom then turned himself into police. Pleaded not guilty to shooting. Limited information available. ,Anger Over Grade/Suspension/Discipline,Victims Targeted,,No,No,No,No,No,No,No,6.00,<10,
