Incident_ID,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Shots-Fired Category ,Active_Shooter_FBI
19831202INCRC,02/12/1983,Winter,Crawfordsville High School,Crawfordsville,IN,High,Cafeteria,Inside School Building,Yes,Lunch,11:50:00,Shooter shot victim while in cafeteria taking test.,Victim and shooter were arguing over a girl in school - teacher broke up the fight and students went their separate ways. Victim was taking test in cafeteria when suspect walked up and shot him 3 times - fled scene - found in corn field,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,3.00,<5,
19831216ILBOR,16/12/1983,Winter,Boylan Central Catholic High School,Rockford,IL,High,Classroom,Inside School Building,Yes,Morning Classes,,Suspect shot German teacher due to previously being disciplined by her.,"Suspect shot German teacher in neck during class due to prior disciplinary incident. Suspect had previously bragged to other students about shooting but no one took him seriously. On day of shooting suspect came to school in ""gangsta hat"" trench coat and undershirt - student was looking for attention. ",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,Yes,1.00,<5,
19840105MDLAB,05/01/1984,Winter,Lake Clifton Senior HIgh School,Baltimore,MD,High,Parking Lot,Outside on School Property,No,After School,15:30:00,Victim argued with 4 other youths on parking lot before being shot,Victim was arguing with four other subjects on school parking lot when one of the subjects pulled at gun and shot victim. Victim would not cooperate with police on identifying shooter.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19840206KYCEL,06/02/1984,Winter,Central High School,Louisville,KY,High,Outside on School Property,Outside on School Property,Yes,Lunch,,Argument in school hallway led to victim being shot,Ongoing conflict between students,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,2.00,<5,
19840221TXSHH,21/02/1984,Winter,Sharpstown High School,Houston,TX,High,Classroom,Inside School Building,Yes,Lunch,,Shooter shot teacher twice during lunch,Shooter shot teacher in teacher's classroom during lunch  period - shooter had previously failed teacher's class and was angry. Defense council stated shooter was stressed over family's expectations he achieve higher.,Anger Over Grade/Suspension/Discipline,Victims Targeted,,No,No,No,No,No,No,No,4.00,<5,
19840224CA49L,24/02/1984,Winter,49th Street Elementary School,Los Angeles,CA,Elementary,Playground,Off School Property,Yes,After School,14:23:00,Shot multiple students from house across the street during mental breakdown,"Lived across the street from school - shot at kids on playground from the second story window of his house. He had previously lost 4 sisters, both parents and a brother in a mass murder/suicide in Jonestown Guyana in 1978. girlfriend said he suffered a mental breakdown after this loss.",Psychosis,Random Shooting,No,No,No,No,No,No,No,Yes,>50,>10,Yes
19840405LACLC,05/04/1984,Spring,Clinton High School,Clinton,LA,High,Auditorium,Inside School Building,Yes,,,Ongoing conflicts with fellow students,Ongoing escalation of conflict between two students - shooting occurred in crowded auditorium,Escalation of Dispute,Victims Targeted,No,No,No,No,,No,No,No,<10,<10,
19840420MIPRD,20/04/1984,Spring,Precious Blood School,Detroit,MI,K-12,Classroom,Inside School Building,Yes,,,Accidental while showing off gun,"8th grade student brought gun to school, friend was looking at it and accidentally fired striking victim in head.",Accidental,Random Shooting,No,No,No,No,No,No,No,No,1.00,<5,
19840426NCROW,26/04/1984,Spring,Rose Hill Magnolia Elementary School,Wallace,NC,Elementary,Classroom,Inside School Building,Yes,,,Suicide attempt in front of classroom,"Student stood up in front of his fifth grade class, declared no one loved him then shot himself",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19840515MTCMG,15/05/1984,Spring,C M Russell High School,Great Falls,MT,High,Parking Lot,Outside on School Property,Yes,After School,14:30:00,Student shot self in chest in school parking lot,Senior shot himself in the chest with a .22 caliber rifle while sitting in his car in school parking lot - ,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19840517TXBOH,17/05/1984,Spring,Booker T. Washington High School,Houston,TX,High,Classroom,Inside School Building,Yes,Morning Classes,10:45:00,Anger over suspension / fight with girlfriend,"Shooter walked into his girlfriend's typing class, shot at the teacher (no injury) shot his girlfriend (who survived) then shot/killed himself. Shooter was angry over his recent suspension for harassment / fighting with his girlfriend. Was allowed to come back to school after promising school staff he wouldn't fight with her anymore. Had suicide note in pocket. ",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,3.00,<5,Yes
19840517IASOP,17/05/1984,Spring,Southeast Polk High School,Pleasant Hill,IA,High,Classroom,Inside School Building,Yes,Morning Classes,10:45:00,Shot girlfriend and then self after break-up,Shooter had been stalking victim. Shot her multiple times in classroom and then shot himself. Bought gun from a friend - parents had no idea he had a weapon,Murder/Suicide,Victims Targeted,No,No,No,No,No,No,No,,4.00,<5,
19840518CANON,18/05/1984,Spring,Norco High School,Norco,CA,High,Hallway,Inside School Building,Yes,Morning Classes,10:00:00,"Shooter was trying to settle argument, tackled by students",17YOM student had dispute with with a female and male student the day prior. Brought shotgun to settle the dispute. Other students saw him with the gun and tackled the shooter. Shotgun was loaded with light birdshot.,Escalation of Dispute,Both,No,No,No,No,No,No,No,No,2.00,<5,
19840522OHCLC,22/05/1984,Spring,Cleveland Heights High School,Cleveland Heights,OH,High,Classroom,Inside School Building,Yes,,,Shooter dropped bag with gun inside. Gun went off striking victim,Victim was accidentally shot in the chest by shooter who had gun in bag. Gun went off when shooter dropped his bag on his desk during Spanish class,Accidental,Random Shooting,,No,No,No,No,No,No,No,1.00,<5,
19840710MIMUD,10/07/1984,Summer,Mumford High School,Detroit,MI,High,Beside Building,Outside on School Property,Yes,Lunch,11:15:00,Mistaken identity related to gang violence,Victim was walking outside on school grounds when he was shot in the arm by a male chasing a group of boys. Police suspect it was gang related and the victim was an innocent bystander. ,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,Yes,No,1.00,<5,
19840831LABOS,31/08/1984,Summer,Booker T. Washington High School,Shreveport,LA,High,Football Field/Track,Outside on School Property,No,Sport Event,,Shooting occurred after football game between gang members and students ,Several students and gang members got into a fight after a high school football game. The victim was an innocent bystander who was shot with a .22 pistol in the stomach - no suspect information known ,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,Yes,No,<10,<10,
19840928TXRIN,28/09/1984,Fall,Richland High School,North Richland Hills,TX,High,Classroom,Inside School Building,Yes,,,Heavily armed former student fired 30 shots in the school's foyer then surrendered to principal,"Shooter was former student who walked into school with Uzi, AR-15, and pistol looking for english teacher. The teacher's classroom had moved since he had attended. He walked around the school and was unable to find them. In the main foyer of the school, the shooter fired 30 rounds breaking windows and damaging the building. There were 12 students in the area, one had minor injuries. Principal confronted the shooter. He threw his weapons down while yelling ""I did it"" and sat quietly until police arrested him. Firearms details: 9mm Uzi, AR-15, .45 pistol.",Indiscriminate Shooting,Both,,No,No,No,,No,No,Yes,30.00,>10,Yes
19840928TXMIH,28/09/1984,Fall,Millsap Elementary School,Houston,TX,Elementary,Front of School,Outside on School Property,Yes,Before School,08:40:00,Unknown shooter shot 5 grader raising flag at school,5th grade student was shot by high powered rifle while raising flag outside schoolhouse by an unknown shooter. approximately. 15 minutes later a seventh grade boys was shot at while walking to his junior high school about 5 miles away from first shooting. No suspect identified.,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,,1.00,<5,Yes
19841021PAWYE,21/10/1984,Fall,Wyoming Area High School,Exeter,PA,High,Field (General),Outside on School Property,No,Sport Event,,Victim shot with pellet gun while practicing with drill team on high school field,Victim was practicing with her drill team on the high school field when she was shot with a pellet gun by unknown shooter.,Unknown,,No,No,No,No,No,No,No,No,1.00,<5,
19841022MICED,22/10/1984,Fall,Central High School,Detroit,MI,High,Hallway,Inside School Building,Yes,Afternoon Classes,13:25:00,Victims accidentally shot while watching fight at school,"Two victims were watching fight at school, when one of the fighters pulled a gun and began shooting striking both victims - suspect later caught.",Escalation of Dispute,Random Shooting,No,No,No,No,No,No,No,No,2.00,<5,
19841024OHWEC,24/10/1984,Fall,West Elementary School Bus,Celina,OH,Elementary,School Bus,School Bus,No,Before School,,"Female shooter killed bus driver, fired multiple shots at the bus, and rammed the bus with her car multiple times as a result of a custody dispute","Shooter (student's mother) had lost custody of child. While child was getting on the school bus, the mother attempted to get on the bus and take him. The bus driver tried to stop her and she shot the bus driver. The shooter's former brother-in-law jumped on the bus and started to drive it away. The shooter fired multiple shots breaking the windows. Father drove the bus to the police station. Shooter rammed the bus multiple times with her car but was unable to stop it. Shooter fled but later arrested after being stopped for drunk driving later. Shooter found not guilty due to insanity.",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,1.00,<5,
19841024MISOD,24/10/1984,Fall,Southeastern High School,Detroit,MI,High,Hallway,Inside School Building,Yes,Morning Classes,11:20:00,Victim and shooter involved in fight  - gun falls from pants - accidental discharge - strikes victim in leg,"Shooter and victim were involved in a fight, when security officer tried to break up, gun fell from pants of shooter, hit foot of security guard and discharged striking victim in thigh",Accidental,Random Shooting,,No,No,No,No,No,No,,1.00,<5,
19841030SCPEP,30/10/1984,Fall,Pendleton High School,Pendleton,SC,High,Hallway,Inside School Building,Yes,Lunch,12:45:00,"Shooter at school to see girlfriend - was told to leave, detained, during fight with teachers he shot gun","Shooter (non student) was at the school to see his girlfriend (student) - School staff told him to leave as no visitors allowed. He ran down hallway and was detained by school staff who call police. While waiting for police, shooter began to fight with teachers, pulled gun from pants and shot three times, one bullet hit teacher in groin. Another teacher injured his hand when he put it in between hammer of gun. ",Escalation of Dispute,Both,No,No,No,No,No,No,No,No,3.00,<5,
19841031LAEAG,31/10/1984,Fall,East Ascension High School,Gonzales,LA,High,Outside on School Property,Outside on School Property,Yes,Before School,08:30:00,Ongoing conflicts with fellow students,"Two students, one white and the other black, didn't get along. White student shot and killed black student.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19841109CTWIN,09/11/1984,Fall,Wilbur Cross High School,New Haven,CT,High,Hallway,Inside School Building,Yes,School Start,09:00:00,Student shot during argument with 4 students,16YOM student shot during argument in hallway with 4 other students. Shooter was student with frequent disciplinary issues.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,1.00,<5,
19841126MDMIR,26/11/1984,Fall,Millford Mill High School,Rockdale,MD,High,Outside on School Property,Outside on School Property,Yes,Lunch,12:45:00,Attempted robbery of victim during lunch break,"Victim was on lunch break when two men approached and attempted to rob victim of his jacket - when victim fought back, he was shot.",Illegal Activity,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19841207MOEDS,07/12/1984,Winter,Edwardsville High School,St. Louis,MO,High,Hallway,Inside School Building,Yes,Before School,07:00:00,Barricaded inside janitors closet for 7 hours,Shooter broke into school before it was open and fired 4 shots in the hallway then barricaded himself inside a janitor's closet for 7 hours. Shooter had a .223 rifle and .44 pistol. Avid hunter and gun user. Surrendered peacefully to police and was taken to psych hospital for evaluation/ ,Psychosis,Random Shooting,No,No,Yes,No,No,No,No,No,4.00,<5,Yes
19850118TXARA,18/01/1985,Winter,Arlington High School,Arlington,TX,High,Auditorium,Inside School Building,Yes,,,Shot self on stage in front of drama students and teacher,17YOM shot himself in the head with a sawed off shotgun on the stage in front of other drama students and the teacher. Asked class a question about the meaning of life before the shooting. Had discussed suicide with other students. Was scheduled to be the lead in the drama production that night.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19850121KSGOG,21/01/1985,Winter,Goddard Junior High School,Goddard,KS,Junior High,Hallway,Inside School Building,Yes,Morning Classes,11:05:00,Ongoing conflicts with fellow students,"Had made prior threats to kill students - revealed to school counselor that in 1982 he had taken a gun to school to shoot students but backed out of the plan - counselor told principal - parents never informed. Shot targeted teachers and one student in hallway then ran away from the school. Passed many other students in the hallway while exiting. Police officer found him a mile away and he surrendered. Pockets were full of ammo. Weapons: .308, .357",Indiscriminate Shooting,Both,No,No,No,No,Yes,No,No,Yes,,N/A,Yes
19850126MASTB,26/01/1985,Winter,St. Gregory's High School,Boston,MA,High,Beside Building,Outside on School Property,No,School Event,23:00:00,Shots during fight between dozen black and white students outside dance,Shot fired after a group of white students made racial remarks to a group of black students outside of the school dance. Large fight started and 4 students sustained injuries from gunshots.,Racial,Both,No,No,No,No,No,No,No,No,2.00,<5,
19850205CTAIH,05/02/1985,Winter,A I Prince Technical High School,Hartford,CT,High,Beside Building,Outside on School Property,Yes,Afternoon Classes,14:30:00,Shooting stemmed from ongoing conflict over a girl,Ongoing fight over a girl - shooter was non-student of the school. Occurred outside the school building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19850416TXMAA,16/04/1985,Spring,MacArthur Senior High School,Aldine,TX,High,Parking Lot,Outside on School Property,Yes,Dismissal,,Off duty officer fired at student in dispute over towed car,Off duty deputy (did not identify himself as officer) got into argument with 17YOM student about a vehicle that was being towed. Officer pulled gun and student ran away. Officer chased student through group of 300 students and fired a shot striking the windshield of an occupied car driven by a teacher. Uniformed deputy arrived and defused the situation. Officer was fired and charged with aggravated assault.,Officer-Involved Shooting,Victims Targeted,No,No,No,Yes,No,No,No,No,1.00,<5,
19850418TNSOS,18/04/1985,Spring,South Pittsburg High School,South Pittsburg,TN,High,Office,Inside School Building,Yes,Morning Classes,,Student shot teacher (ex-girlfriend) three times in the school office,"18 year-old male student had a romantic relationship with a 33 year-old female teacher. When she ended the relationship, he began stalking her. The morning of the shooting, the principal called the police to the school and when confronted, the student/shooter ran out of the school to his house 3 block away. He returned with a handgun and shot the teacher 3 times. He then dropped the gun in the hallway and walked out of the school where he was arrested. Straight A student. ",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,3.00,<5,No
19850516FLPAB,16/05/1985,Spring,Parrott Junior High School,Brookville,FL,Junior High,Classroom,Inside School Building,Yes,Morning Classes,08:00:00,"Shooter shot herself in classroom, upset by breakup with boyfriend",Female shooter was upset about break up with boyfriend and shot herself in the abdomen during the 1st period class. 21 other students were in the classroom. Gun was taken from drawer in her parents bedroom.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19850724TXHIH,24/07/1985,Summer,Highland Park High School,Highland Park,TX,High,Parking Lot,Outside on School Property,Yes,Morning Classes,09:30:00,Neighbor was angry about students driving too fast by her house,65YOF was angry about students driving too fast by her house. She called school to complain and went to school to yell at students. One day she confronted students in the parking lot and fired a shot striking on in the arm during the dispute. Arrested and charged with attempted murder.,Escalation of Dispute,Victims Targeted,,No,No,No,No,No,No,No,1.00,<5,
19850904VAEAR,04/09/1985,Fall,East End Middle School (bus),Richmond,VA,Middle,School Bus,School Bus,No,After School,,Student pointed empty gun at multiple students on the bus; they taunted him and said he wouldn't shoot for real; shooter loaded the gun and fired one shot striking a female student,"14YOF shot on the school bus by a 12YOM student. Shooter was dry firing the gun on the bus. Female student said ""you won't shoot me"". Shoot pointed gun at her and fired. Shooter yelled ""I shot her 3/8"". Student then shot twice at bus driver and fled out of the back door of the bus. Shooter was seeing psychiatrist and mother took him to see the psychiatrist when she learned about the shooting that afternoon rather than telling police. Psychiatrist informed police. Gun was taken from family friend.",Psychosis,Random Shooting,No,No,No,No,,No,No,No,3.00,<5,
19850909TXWHH,09/09/1985,Fall,Wheatley High School,Houston,TX,High,Cafeteria,Inside School Building,Yes,After School,,Teacher was shot during confrontation with 3 non-students in cafeteria,3 non-student teens shot a 34YOM teacher in the cafeteria after school during a confrontation in front of 10 other students during drill team practice. The three youths had prior conflicts with the teacher. Shooting occured 10 minutes after school ended.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,1.00,<5,
19850920TXLAC,20/09/1985,Fall,Langham Creek High School,Cypress,TX,High,Cafeteria,Inside School Building,Yes,Lunch,12:20:00,"Student fired at principal and another student in cafeteria, bystander struck",16YOM pulled .357 revolver in cafeteria and fired shots at the assistant principal and another student. Shots missed the student and struck another bystander student. Principal was flown to hospital in critical condition. Shooter was arrested and police said motive was that shooter was angry school administrators had told him to cut his hair. ,Anger Over Grade/Suspension/Discipline,Both,No,No,No,No,No,No,No,No,<6,>10,
19850925OHTRT,25/09/1985,Fall,Trotwood-Madison Senior High,Trotwood,OH,High,Inside School Building,Inside School Building,Yes,Afternoon Classes,14:30:00,Shooter accidentally shot two students while showing off gun.,Shooter was showing gun to friends and accidentally shot - Single shot injured two students. Student fled and was later caught by police,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1.00,<5,
19851008MDLAB,08/10/1985,Fall,Lake Clifton High School,Baltimore,MD,High,Outside on School Property,Outside on School Property,No,Dismissal,15:00:00,"Argument with shooter, victim may have pulled pistol","Victim had ongoing confrontation with 3 other males about an unborn child of the victim's non-student girlfriend. During argument, shot was firing killing victim. Unclear if victim also pulled a gun during the dispute.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,<10,<10,
19851018MIMUD,18/10/1985,Fall,Murray-Wright High School,Detroit,MI,High,Parking Lot,Outside on School Property,No,Sport Event,,"Fired shotgun into crowd after football game, involved in earlier fight",Shooter got out of car with shotgun and fired 6 shells into the crowd outside of a football game. Possibly stemmed from earlier altercation - no suspects listed.,Escalation of Dispute,,Yes,No,No,No,No,No,No,No,6.00,<10,Yes
19851022OHSOG,22/10/1985,Fall,Southern Hills Joint Vocational High School,Georgetown,OH,High,Classroom,Inside School Building,Yes,Afternoon Classes,,Accidental - Police Officer showing students his weapon - accidental discharge,Police officer was doing gun demonstration for class. Gun accidentally discharged striking student.,Accidental,Random Shooting,No,No,No,Yes,N/A,N/A,N/A,N/A,1.00,<5,N/A
19851126WASPS,26/11/1985,Fall,Spanaway Junior High School,Spanaway,WA,Junior High,Gym,Outside on School Property,Yes,After School,16:20:00,Break up with boyfriend - 1 of the victims,"Shooter had told friends she planned to shoot ex-boyfriend. Suspect also slit her wrists prior week due to failing grades. Shooter waited outside of gym for ex boyfriend to leave wrestling practice. Two males came out. When she pointed gun, friend jump in front of target. Shooter fired additional shots killing ex boyfriend. Walked away from school and shot herself when confronted by police.",Murder/Suicide,Both,No,No,No,No,No,No,No,No,7.00,<10,
19851127ALCHB,27/11/1985,Fall,Chelsea School,Birmingham,AL,High,Parking Lot,Outside on School Property,Yes,Dismissal,15:00:00,Friend accidentally shoots friend in school parking lot - feels so bad he then shoots himself,Friend accidentally shoots friend in school parking lot - feels so bad he then shoots himself,Accidental,Both,No,No,No,No,,No,No,No,2.00,<5,
19851203NHCOC,03/12/1985,Winter,Concord High School,Concord,NH,High,Hallway,Inside School Building,Yes,Morning Classes,08:05:00,"Dropout, Teased by other students, took two hostages",Shooter dropped out of school two weeks prior - came back to school with shotgun and held two students hostage - teacher tried to talk down but didn't work. Police arrived and shot and killed suspect. ,Hostage/Standoff,Victims Targeted,No,Yes,Yes,No,Yes,No,No,,1.00,<5,Yes
19851209PAARP,09/12/1985,Winter,Archbishop Ryan High School,Philadelphia,PA,High,Classroom,Inside School Building,Yes,Morning Classes,,Mental patient took 6 people hostage using a starter pistol,Mental patient held 6 hostages for 7.5 hours. Incident ended when he was overpowered by students. Turned out shooter had a tear gas pistol not a real gun. No shots were fired. Shooter was demanding that President Reagan step down.,Psychosis,Neither,No,Yes,Yes,No,,No,No,No,0.00,<5,Yes
19851210CTPOP,10/12/1985,Winter,Portland Junior High School,Portland,CT,Junior High,Classroom,Inside School Building,Yes,Lunch,12:30:00,Shooter shot principal after being disciplined for dress code. ,Prior suspensions for failing to follow school dress code. Killed janitor and fired at principal. Took hostages in upstairs classroom for 30 minutes before surrendering.,Anger Over Grade/Suspension/Discipline,Both,,Yes,Yes,No,No,No,No,No,,N/A,Yes
19860109NCNOD,09/01/1986,Winter,Northern High School,Durham,NC,High,Parking Lot,Outside on School Property,No,After School,16:00:00,Boy infatuated with female classmate kills her in school parking lot,17YOM student was stalking 17YOF cheerleader after she told him she was not romantically interested in him. He approached her car in the parking lot after school and fired through the window killing her. Arrest late that night.,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,<5,<5,
19860117CAVAL,17/01/1986,Winter,Vanguard Junior High School,Los Angeles,CA,Junior High,Outside on School Property,Outside on School Property,Yes,Morning Classes,,Fight between students turned into shooting,Argument between 16YOM and 14YOM student. 13YOM handed a pistol to the 14YOM who shot the 16YOM victim. Shooter fled the scene and was turned over to police by his parents.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,<5,<5,
19860129MDLAB,29/01/1986,Winter,Lake Clifton High School,Baltimore,MD,High,Inside School Building,Inside School Building,Yes,,,"Shooter had been beat up multiple times, shot victim during attack","14YOM Shooter had been beat up by the older and much larger 16YOM victim multiple times. Victim attacked the shooter, shooter fired a pistol killing the victim and fled the scene.",Bullying,Victims Targeted,No,No,No,No,Yes,No,No,No,1.00,<5,
19860224LABOS,24/02/1986,Winter,Boyet Junior High School,Slidell,LA,Junior High,Classroom,Inside School Building,Yes,,,Shot himself in head in front of class,13YOM shot self in the head with .45 handgun in front of 28 other students in classroom. Shooter was basketball player and honors student. Well liked.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19860306ILTHD,06/03/1986,Spring,Thornridge High School,Dolton,IL,High,Classroom,Inside School Building,Yes,,,Shot teacher after argument over grades,Prior problems with victim - students math teacher - shooter had previously told other students he planned to shoot teacher - showed them the gun he planned to use - no one believed him so nothing further was reported. Police officer assigned to the school told student to surrender after shooting and he sat down/gave up weapon. Student had just returned from multi-day suspension.,Anger Over Grade/Suspension/Discipline,Victims Targeted,,No,No,No,,No,No,No,<10,<10,
19860423FLCHM,23/04/1986,Spring,Charles Drew Middle School,Miami,FL,Middle,Basketball Court,Outside on School Property,Yes,Before School,08:30:00,Long standing feud over a girl,Long standing feud over a girl erupted on the school's basketball court before school - student fled but later turned himself in. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,2.00,<5,
19860429MOSES,29/04/1986,Spring,Senath-Hornersville High School,Senath,MO,High,Inside School Building,Inside School Building,Yes,Morning Classes,,Shooter had been previously bullied by victim before shooting her.,Shooter was victimized by victim prior to shooting. School officials purportedly knew but did not get involved. Surrendered to teacher right after shooting.,Bullying,Victims Targeted,No,No,No,No,,No,No,No,1.00,<5,
19860509NCPIF,09/05/1986,Spring,Pine Forest High School,Fayetteville,NC,High,Inside School Building,Inside School Building,Yes,Morning Classes,09:30:00,Threats to shooter by one of the victims he shot,"Simmons had been threatened by Roundtree, one of victims. Per detective, Simmons had previously tried to get school officials to intervene, but they refused. Simmons served only 90 days in jail. ",Escalation of Dispute,Both,No,No,No,No,Yes,No,No,No,6.00,<10,
19860515GACAA,15/05/1986,Spring,Carver High School,Atlanta,GA,High,Field (General),Outside on School Property,Yes,,,Accidental - during ROTC rifle practice,Accidentally shot during ROTC rifle shooting practice by fellow student while she was down range - hit in lower left leg,Accidental,Random Shooting,,No,No,No,No,No,No,No,1.00,<5,
19860516WYCOC,16/05/1986,Spring,Cokeville Elementary School,Cokeville,WY,Elementary,Cafeteria,Inside School Building,Yes,Afternoon Classes,13:30:00,"Adult couple held 150 students and teacher hostage, detonated firebomb in cafeteria",Shooters (husband and wife) took 150 children and teachers hostage in elementary school. Shooters had a gasoline bomb rigged with a dead man switch attached to the wife. The wife accidently set off the gasoline bomb severely injuring herself and 74 students. The husband then fatally shot and killed himself. The husband has previously been the sole police officer in the town but had become socially isolated over the past year. Shooters believed they were leading a revolution.,Hostage/Standoff,Neither,Yes,Yes,No,No,No,No,No,Yes,>10,>10,Yes
19860517TNMAN,17/05/1986,Spring,Maplewood High School,Nashville,TN,High,Classroom,Inside School Building,Yes,Before School,07:00:00,Angry at teacher for kicking him out of class,"Shooter was kicked out of class be teacher the day prior. The following day when he showed back up to class, teacher asked him to leave - shooter pulled out gun and shot teacher in chest - shooter fled, but was later caught. ",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19860912CAFAL,12/09/1986,Fall,Fairfax High School,Los Angeles,CA,High,Hallway,Inside School Building,Yes,Afternoon Classes,14:15:00,"Fight broke out in hallway, victim was inadvertently shot in back and killed",Gang related shooting in the hallway of the school. A former student visiting the school was in the crossfire and shot in the back. Police were looking for 3 students who were suspects.,Escalation of Dispute,Both,Yes,No,No,No,No,No,Yes,No,<10,<10,
19860918CABEB,18/09/1986,Fall,Benicia High School ,Benicia,CA,High,Outside on School Property,Outside on School Property,Yes,Afternoon Classes,,Victim broke up with boyfriend after school so he shot her in school parking lot,18YOM shot 15YOF during an argument. Shooter was found holding the body of the victim with the gun on the ground nearby. Shooter claimed he didn't think the gun was loaded. Shooter was sent for 72-psych evaluation. Shooter was well liked varsity athlete.,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,1.00,<5,
19861003CAMOM,03/10/1986,Fall,Monrovia High School,Monrovia,CA,High,Football Field/Track,Outside on School Property,No,Sport Event,,Rival gang fight during football game,"Shots fired during a gang-related fight at a football game injured two bystanders (student and adult). Panic from the shots caused a 1,200 person stamped that caused 6 minor injuries.",Escalation of Dispute,Both,Yes,No,No,No,No,No,Yes,No,<10,<10,
19861008TXSOD,08/10/1986,Fall,South Oak Cliff High School,Dallas,TX,High,School Bus,School Bus,Yes,After School,16:00:00,"Fight on bus, older brother of one of the fighters shot the other fighter",Victim was arguing with another student over a seat on the school bus - older brother stepped in a shot victim in chest - then fled - shooter later turned himself in to police,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,1.00,<5,
19861204MTFEL,04/12/1986,Winter,Fergus High School,Lewistown,MT,High,Classroom; Field,Both Inside/Outside,Yes,,,Shooter shot French teacher for failing grade,Shooter was upset for failing french class and had made threats about killing the french teacher the two days prior to the shooting. Shooter knocked on the classroom door and fired when the teacher opened it. The french teacher was not at the school that day and the substitute was killed instead. Shooter then fled through the school and fired at a school administrator and 2 other students who chased him. Shooter was caught at his house a mile from the school.,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,,No,No,No,4.00,<5,
19870114CALOL,14/01/1987,Winter,Los Angeles High School,Los Angeles,CA,High,Classroom,Inside School Building,Yes,,,Shooter shot self in head during English class.,Shooter shot self in head during English class in front of 25 other students - no further information given,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
19870123MIRED,23/01/1987,Winter,Redford High School,Detroit,MI,High,Inside School Building,Inside School Building,Yes,Morning Classes,08:05:00,Ongoing conflict between two students resulted in victim being shot,"Ongoing conflict between students - reports stated shooter walked up to victim, pulled gun from briefcase and shot him five times.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,5.00,<5,
19870210ARDAD,10/02/1987,Winter,Dardanelle High School,Dardanelle,AR,High,Courtyard,Outside on School Property,Yes,Lunch,12:30:00,Shooter shot himself outside during lunch after fight with girlfriend,"Shooter got in fight with girlfriend, left school during lunch, came back to school, gave friend a note, then took rifle from car, walked to popular lunch spot on campus, put rifle to chest and pulled trigger",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,
